Date,open,high,low,close,volume,Ticker
10/03/2023 5:30,5065.0,5073.0,4997.1,5016.45,464531,BAJAJ-AUTO
10/04/2023 5:30,5011.25,5019.2,4903.05,4918.6,256544,BAJAJ-AUTO
10/05/2023 5:30,4935.0,5039.3,4925.1,5011.05,657876,BAJAJ-AUTO
10/06/2023 5:30,5120.0,5120.0,4997.5,5014.6,279352,BAJAJ-AUTO
10/09/2023 5:30,4957.05,5068.7,4957.05,5007.3,244083,BAJAJ-AUTO
10/10/2023 5:30,5007.3,5064.0,5002.2,5037.5,307502,BAJAJ-AUTO
10/11/2023 5:30,5055.0,5095.0,5050.0,5064.4,575680,BAJAJ-AUTO
10/12/2023 5:30,5085.0,5151.0,5051.1,5106.6,472168,BAJAJ-AUTO
10/13/2023 5:30,5089.95,5123.45,5040.0,5052.4,387366,BAJAJ-AUTO
10/16/2023 5:30,5035.0,5099.4,5032.0,5076.7,158560,BAJAJ-AUTO
10/17/2023 5:30,5083.0,5150.0,5070.0,5141.25,318565,BAJAJ-AUTO
10/18/2023 5:30,5150.0,5198.75,5125.65,5137.35,360985,BAJAJ-AUTO
10/19/2023 5:30,5300.0,5495.0,5245.0,5482.6,2838352,BAJAJ-AUTO
10/20/2023 5:30,5450.0,5510.0,5436.9,5489.3,763919,BAJAJ-AUTO
10/23/2023 5:30,5453.05,5493.4,5395.05,5405.4,451167,BAJAJ-AUTO
10/25/2023 5:30,5385.0,5423.95,5332.3,5347.3,620266,BAJAJ-AUTO
10/26/2023 5:30,5333.85,5347.45,5236.0,5259.35,746266,BAJAJ-AUTO
10/27/2023 5:30,5265.0,5423.7,5265.0,5373.55,843465,BAJAJ-AUTO
10/30/2023 5:30,5388.0,5397.75,5275.0,5308.9,360967,BAJAJ-AUTO
10/31/2023 5:30,5340.0,5366.15,5292.6,5314.05,400987,BAJAJ-AUTO
11/01/2023 5:30,5305.0,5449.5,5305.0,5344.35,619765,BAJAJ-AUTO
11/02/2023 5:30,5383.9,5392.85,5285.0,5318.4,304362,BAJAJ-AUTO
11/03/2023 5:30,5357.0,5377.05,5316.6,5368.95,448715,BAJAJ-AUTO
11/06/2023 5:30,5380.0,5427.5,5377.1,5406.85,394137,BAJAJ-AUTO
11/07/2023 5:30,5406.85,5445.0,5405.3,5419.0,202689,BAJAJ-AUTO
11/08/2023 5:30,5434.0,5435.25,5381.25,5397.6,202145,BAJAJ-AUTO
11/09/2023 5:30,5421.8,5455.0,5382.15,5418.9,232773,BAJAJ-AUTO
11/10/2023 5:30,5409.95,5427.05,5349.05,5392.05,149325,BAJAJ-AUTO
11/12/2023 5:30,5425.0,5455.0,5358.6,5442.55,29055,BAJAJ-AUTO
11/13/2023 5:30,5435.0,5439.8,5395.55,5425.2,93497,BAJAJ-AUTO
11/15/2023 5:30,5525.0,5555.0,5461.1,5536.7,640468,BAJAJ-AUTO
11/16/2023 5:30,5520.0,5583.3,5496.95,5550.9,324712,BAJAJ-AUTO
11/17/2023 5:30,5556.9,5674.95,5479.35,5631.5,531539,BAJAJ-AUTO
11/20/2023 5:30,5610.05,5675.95,5606.0,5650.15,679425,BAJAJ-AUTO
11/21/2023 5:30,5640.5,5707.35,5640.0,5685.95,746193,BAJAJ-AUTO
11/22/2023 5:30,5680.0,5764.9,5661.3,5751.55,497403,BAJAJ-AUTO
11/23/2023 5:30,5800.0,5945.0,5783.1,5925.25,1118718,BAJAJ-AUTO
11/24/2023 5:30,5940.0,5960.0,5900.0,5930.3,297211,BAJAJ-AUTO
11/28/2023 5:30,5969.8,6039.65,5912.0,5998.15,380535,BAJAJ-AUTO
11/29/2023 5:30,6010.0,6096.4,5973.3,6069.95,406974,BAJAJ-AUTO
11/30/2023 5:30,6095.0,6128.9,6031.0,6090.55,501833,BAJAJ-AUTO
12/01/2023 5:30,6050.0,6090.0,6003.3,6046.05,439023,BAJAJ-AUTO
12/04/2023 5:30,6090.55,6217.7,6087.45,6201.7,359158,BAJAJ-AUTO
12/05/2023 5:30,6194.05,6194.05,6111.1,6140.1,565826,BAJAJ-AUTO
12/06/2023 5:30,6089.05,6096.0,5987.85,6069.95,699201,BAJAJ-AUTO
12/07/2023 5:30,6069.95,6154.45,6063.1,6093.6,427407,BAJAJ-AUTO
12/08/2023 5:30,6115.0,6120.0,6048.05,6075.7,233266,BAJAJ-AUTO
12/11/2023 5:30,6085.0,6145.0,6018.3,6138.4,175955,BAJAJ-AUTO
12/12/2023 5:30,6164.0,6299.95,6149.95,6254.2,810900,BAJAJ-AUTO
12/13/2023 5:30,6259.9,6329.0,6224.35,6316.1,373989,BAJAJ-AUTO
12/14/2023 5:30,6325.0,6360.0,6284.2,6334.85,419212,BAJAJ-AUTO
12/15/2023 5:30,6368.95,6402.1,6256.15,6275.2,553522,BAJAJ-AUTO
12/18/2023 5:30,6275.2,6486.75,6262.15,6465.7,851061,BAJAJ-AUTO
12/19/2023 5:30,6470.0,6470.25,6395.9,6419.0,377109,BAJAJ-AUTO
12/20/2023 5:30,6434.0,6466.0,6350.0,6364.45,385863,BAJAJ-AUTO
12/21/2023 5:30,6333.2,6345.0,6232.0,6246.35,397717,BAJAJ-AUTO
