Date,open,high,low,close,volume,Ticker
10/03/2023 5:30,297.05,297.1,290.1,291.9,9348540,COALINDIA
10/04/2023 5:30,290.8,291.5,285.9,287.95,6338888,COALINDIA
10/05/2023 5:30,288.8,290.55,283.9,289.35,8687014,COALINDIA
10/06/2023 5:30,290.95,291.0,287.0,287.8,3741467,COALINDIA
10/09/2023 5:30,286.05,288.95,283.05,287.8,4647845,COALINDIA
10/10/2023 5:30,288.25,303.9,287.8,303.25,23283411,COALINDIA
10/11/2023 5:30,304.55,305.0,299.45,301.85,12321154,COALINDIA
10/12/2023 5:30,302.55,309.1,301.9,307.2,15375295,COALINDIA
10/13/2023 5:30,305.0,310.85,304.45,307.95,9516879,COALINDIA
10/16/2023 5:30,307.85,313.65,306.55,312.0,10535107,COALINDIA
10/17/2023 5:30,313.0,318.35,312.1,317.4,7760527,COALINDIA
10/18/2023 5:30,317.35,319.75,315.25,316.95,9662837,COALINDIA
10/19/2023 5:30,315.3,315.7,308.85,314.8,8977527,COALINDIA
10/20/2023 5:30,312.5,316.7,309.6,312.4,6009115,COALINDIA
10/23/2023 5:30,312.55,312.85,305.0,306.1,8086150,COALINDIA
10/25/2023 5:30,306.1,312.7,305.0,310.3,7253336,COALINDIA
10/26/2023 5:30,309.15,309.15,302.9,305.25,8329092,COALINDIA
10/27/2023 5:30,306.0,317.15,306.0,313.95,10503070,COALINDIA
10/30/2023 5:30,315.0,315.8,311.95,314.55,6229982,COALINDIA
10/31/2023 5:30,316.75,316.8,310.75,314.25,7446586,COALINDIA
11/01/2023 5:30,313.2,315.8,305.85,306.65,9593653,COALINDIA
11/02/2023 5:30,308.95,312.8,307.3,308.85,7071960,COALINDIA
11/03/2023 5:30,310.6,314.7,310.3,312.0,4658440,COALINDIA
11/06/2023 5:30,313.2,319.55,313.0,316.55,10340818,COALINDIA
11/07/2023 5:30,316.5,318.8,313.65,314.25,6826885,COALINDIA
11/08/2023 5:30,316.0,318.15,314.55,317.4,6424833,COALINDIA
11/09/2023 5:30,318.45,324.5,315.7,323.55,15503280,COALINDIA
11/10/2023 5:30,324.45,326.15,321.55,323.4,8445203,COALINDIA
11/12/2023 5:30,330.0,336.7,328.25,331.8,10263484,COALINDIA
11/13/2023 5:30,333.0,350.0,330.3,349.35,42178783,COALINDIA
11/15/2023 5:30,359.0,359.0,348.6,350.6,35092206,COALINDIA
11/16/2023 5:30,353.0,354.5,344.85,345.8,17617280,COALINDIA
11/17/2023 5:30,348.0,348.55,342.3,345.25,13542916,COALINDIA
11/20/2023 5:30,348.0,352.4,343.95,347.75,19032608,COALINDIA
11/21/2023 5:30,335.0,338.5,328.85,334.2,15148068,COALINDIA
11/22/2023 5:30,335.8,337.9,330.0,332.15,7599447,COALINDIA
11/23/2023 5:30,332.5,336.05,330.0,334.45,6186567,COALINDIA
11/24/2023 5:30,335.35,337.45,332.1,332.8,7054445,COALINDIA
11/28/2023 5:30,334.8,342.5,333.3,341.95,10791886,COALINDIA
11/29/2023 5:30,343.0,345.0,338.1,342.35,14149513,COALINDIA
11/30/2023 5:30,345.0,345.0,338.05,342.15,11959336,COALINDIA
12/01/2023 5:30,343.8,351.1,342.45,346.65,15105221,COALINDIA
12/04/2023 5:30,351.1,360.0,350.65,354.7,22705896,COALINDIA
12/05/2023 5:30,355.7,356.45,350.0,355.55,15782945,COALINDIA
12/06/2023 5:30,355.8,362.5,349.45,352.15,14817158,COALINDIA
12/07/2023 5:30,353.8,353.8,348.4,351.95,8507659,COALINDIA
12/08/2023 5:30,352.0,358.4,346.9,351.0,13444251,COALINDIA
12/11/2023 5:30,351.0,358.6,351.0,353.65,11420609,COALINDIA
12/12/2023 5:30,354.15,354.6,345.15,347.5,8789103,COALINDIA
12/13/2023 5:30,349.4,349.8,343.7,345.2,8091533,COALINDIA
12/14/2023 5:30,349.2,351.2,345.8,347.6,13142466,COALINDIA
12/15/2023 5:30,350.0,354.35,348.45,350.0,14331890,COALINDIA
12/18/2023 5:30,351.0,351.25,342.3,347.65,7959685,COALINDIA
12/19/2023 5:30,346.5,369.75,346.5,366.95,28937243,COALINDIA
12/20/2023 5:30,369.0,371.8,350.0,352.15,23224408,COALINDIA
12/21/2023 5:30,351.1,356.8,346.1,355.5,10028664,COALINDIA
12/22/2023 5:30,359.0,367.4,356.4,363.25,13916380,COALINDIA
12/26/2023 5:30,363.8,371.8,362.5,366.05,11910267,COALINDIA
12/27/2023 5:30,367.0,369.2,362.4,365.6,7890042,COALINDIA
12/28/2023 5:30,366.8,382.5,365.8,380.95,28310022,COALINDIA
12/29/2023 5:30,381.5,381.7,374.25,376.0,8859317,COALINDIA
01/01/2024 5:30,377.8,386.8,377.45,381.8,11124690,COALINDIA
01/02/2024 5:30,387.4,395.85,384.25,392.65,28363847,COALINDIA
01/03/2024 5:30,394.8,394.8,383.85,384.55,12903439,COALINDIA
01/04/2024 5:30,387.8,389.8,383.9,384.75,11039940,COALINDIA
01/05/2024 5:30,386.8,388.5,382.5,384.25,8369460,COALINDIA
01/08/2024 5:30,386.45,388.65,379.25,380.4,9424716,COALINDIA
01/09/2024 5:30,383.65,387.95,382.1,385.35,9473743,COALINDIA
01/10/2024 5:30,385.85,385.85,375.85,382.05,9670366,COALINDIA
01/11/2024 5:30,385.5,388.9,383.3,384.35,9163771,COALINDIA
01/12/2024 5:30,385.8,385.8,379.55,381.1,7471050,COALINDIA
01/15/2024 5:30,382.5,387.9,381.4,384.65,7490747,COALINDIA
01/16/2024 5:30,385.4,386.95,377.05,381.9,10165133,COALINDIA
01/17/2024 5:30,381.8,385.35,377.2,379.65,10996538,COALINDIA
01/18/2024 5:30,380.8,382.55,368.0,375.65,12493835,COALINDIA
01/19/2024 5:30,380.65,384.9,379.1,383.25,15893456,COALINDIA
01/20/2024 5:30,386.5,401.5,384.45,398.8,26121433,COALINDIA
01/23/2024 5:30,403.5,404.8,373.65,375.3,16406737,COALINDIA
01/24/2024 5:30,379.8,387.8,374.25,382.6,22938994,COALINDIA
01/25/2024 5:30,386.8,391.7,385.35,389.4,13440949,COALINDIA
01/29/2024 5:30,392.9,414.7,391.5,412.8,27149058,COALINDIA
01/30/2024 5:30,415.75,415.8,401.6,402.55,14159072,COALINDIA
